class	count	class;label
Q24335742	1	'mythical bridge'@en
Q24335595	1	'mythical tree'@en
Q24284215	1	'music store'@en
Q24255514	1	'Kesäkumi theme songs'@en
Q24236999	1	'virtual idol'@en
Q2422679	1	'stage acting'@en
Q242028	1	'lambda calculus'@en
Q241871	1	'tactile alphabet'@en
Q2416723	1	'theme park'@en
Q241625	1	'wish'@en
Q241317	1	'computing platform'@en
Q240854	1	'hall'@en
Q240795	1	'tag editor'@en
Q2406205	1	'shootout'@en
Q24024848	1	'eup of South Korea'@en
Q2401749	1	'telecommunication company'@en
Q2400020	1	'function hall'@en
Q23983664	1	'demographics of country or region'@en
Q2398229	1	'public holidays in Norway'@en
Q2397733	1	'pile'@en
Q23956024	1	'spacetime volume'@en
Q23955632	1	'Catholic organization'@en
Q2393315	1	'dance festival'@en
Q23930024	1	'streaming media receiver'@en
Q239072	1	'Georgia in the Eurovision Song Contest'@en
Q23905071	1	'military unit type-size class'@en
Q2389082	1	'rural commune of Vietnam'@en
Q2386606	1	'right'@en
Q2383811	1	'office supply'@en
Q238323	1	'nuclear reaction'@en
Q238125	1	'four-dimensional space'@en
Q2380335	1	'airstrike'@en
Q2379033	1	'Sängerbund'@en
Q2375725	1	'Cups'@en
Q23745	1	'Telenovela'@en
Q23722468	1	'advisory group'@en
Q23702035	1	'former liberal party'@en
Q23702033	1	'category in the Köppen climate classification system'@en
Q2367628	1	'bell foundry'@en
Q2367171	1	'volunteer computing'@en
Q23649976	1	'content rating category'@en
Q236371	1	'orchard'@en
Q2360980	1	'unit of amount'@en
Q23595	1	'centre'@en
Q235113	1	'angel'@en
Q2349219	1	'Ecphonesis'@en
Q234870	1	'optical disc'@en
Q234262	1	'sura'@en
Q2342494	1	'collectible'@en
Q233861	1	'musical notation'@en
Q2338524	1	'motorsport racing track'@en
Q2333223	1	'launch and landing site'@en
Q2332212	1	'hanging garden'@en
Q233132	1	'twinjet'@en
Q2331011	1	'propaganda technique'@en
Q2326055	1	'unmoved mover'@en
Q23132150	1	'Regions of Poland'@en
Q231119	1	'position of trust'@en
Q230937	1	'state function'@en
Q23090513	1	'pit'@en
Q230731	1	'aromatic hydrocarbon'@en
Q2304397	1	'residential tower'@en
Q2304081	1	'courtesy title'@en
Q23039057	1	'bus model'@en
Q23017336	1	'cuneiform sign'@en
Q23015928	1	'postgraduate degree'@en
Q23012297	1	'type of electricity transmission'@en
Q2301114	1	'variety store'@en
Q23010327	1	'group of fictional objects'@en
Q23009442	1	'removal'@en
Q23005232	1	'dance school'@en
Q230052	1	'tongue-twister'@en
Q2300373	1	'national center'@en
Q2300333	1	'Friedman number'@en
Q2298723	1	'safe prime'@en
Q22947	1	'inhabitant'@en
Q229371	1	'3D computer graphics software'@en
Q22927616	1	'commune of France with specific status'@en
Q2291158	1	'Dutch resistance newspaper'@en
Q22908314	1	'rhetorical mode'@en
Q22908280	1	'evidence based assessment'@en
Q22908	1	'retirement home'@en
Q22865	1	'independent city of Germany'@en
Q2285706	1	'head of government'@en
Q2282872	1	'diet'@en
Q2282602	1	'group of houses'@en
Q22815098	1	'Magic: The Gathering set'@en
Q22814978	1	'musical trilogy'@en
Q22806	1	'national library'@en
Q228039	1	'lock'@en
Q2273310	1	'wire-guided missile'@en
Q22713629	1	'girls\' school'@en
Q2270442	1	'horseshoe waterfall'@en
Q22687	1	'bank'@en
Q22676022	1	'aircraft lift-power class'@en
Q22669857	1	'collage'@en
Q22669139	1	'fresco'@en
Q2266426	1	'visual disturbance'@en
Q22569957	1	'screen print'@en
Q2252429	1	'protective sign'@en
Q2247340	1	'aromatic plant'@en
Q2237117	1	'All the Year Round'@en
Q2235325	1	'ship accident'@en
Q223371	1	'stock market index'@en
Q22314	1	'cargo cult'@en
Q2230431	1	'sound archive'@en
Q22298551	1	'meteorological index'@en
Q222749	1	'acting'@en
Q2225003	1	'special municipality'@en
Q22247	1	'gamma-ray burst'@en
Q222405	1	'cold weapon'@en
Q22231111	1	'1.2'@en
Q22222786	1	'government program'@en
Q2217301	1	'serial'@en
Q2217259	1	'manuscript codex'@en
Q221696	1	'mutagen'@en
Q22134899	1	'student theatre group'@en
Q221290	1	'monodrama'@en
Q22087155	1	'end cause'@en
Q2207959	1	'masque'@en
Q22074483	1	'fictional android'@en
Q2207370	1	'seat'@en
Q2203769	1	'file synchronization'@en
Q220187	1	'oil spill'@en
Q220016	1	'pike'@en
Q2199864	1	'duration'@en
Q21997607	1	'number one album'@en
Q2198779	1	'unit'@en
Q2198484	1	'municipal district'@en
Q21973915	1	'organization related to nonviolence'@en
Q219239	1	'recipe'@en
Q219087	1	'military strategy'@en
Q21905924	1	'science fiction short story'@en
Q21886169	1	'men\'s magazine'@en
Q21844795	1	'Washington D.C. Area Film Critics Association Awards'@en
Q21822439	1	'further education college'@en
Q2175765	1	'tram stop'@en
Q21751045	1	'former cemetery'@en
Q21745157	1	'destroyed artwork'@en
Q217327	1	'suicide attack'@en
Q217123	1	'oracle'@en
Q21711025	1	'sculpture technique'@en
Q217086	1	'story'@en
Q216926	1	'raga'@en
Q216842	1	'road roller'@en
Q21672098	1	'village of Ukraine'@en
Q21663239	1	'Persian dialect'@en
Q2165983	1	'stampede'@en
Q21652125	1	'non-standard unit'@en
Q21652002	1	'religious syncretism'@en
Q216107	1	'department store'@en
Q21605492	1	'NASA program'@en
Q2159907	1	'criminal'@en
Q215627	1	'person'@en
Q2155186	1	'program block'@en
Q2155148	1	'4-polytope'@en
Q21546143	1	'truck model'@en
Q2154459	1	'New England town'@en
Q215304	1	'creation myth'@en
Q21528930	1	'network or movement of the French Resistance'@en
Q21509286	1	'Chicago Film Critics Association Awards'@en
Q214995	1	'telephone number'@en
Q21484313	1	'Los Angeles Film Critics Association Awards'@en
Q21483913	1	'Soyuz MS'@en
Q21480300	1	'mass shooting'@en
Q2145900	1	'weird number'@en
Q21457810	1	'Scottish district'@en
Q21451686	1	'Scottish unitary authority council'@en
Q2145117	1	'repository'@en
Q2144359	1	'environmental issue'@en
Q2143825	1	'hiking trail'@en
Q2143762	1	'milestone'@en
Q2143354	1	'insurance company'@en
Q214267	1	'prophecy'@en
Q214242	1	'pyramid scheme'@en
Q2141565	1	'situation'@en
Q2140711	1	'Dancing mania'@en
Q2140699	1	'wine-producing region'@en
Q2139582	1	'Reichsland'@en
Q21286738	1	'Wikimedia permanent duplicate item'@en
Q212805	1	'digital library'@en
Q21262209	1	'excess'@en
Q212434	1	'Olympic sport'@en
Q212057	1	'shield volcano'@en
Q212044	1	'sonata form'@en
Q212024	1	'spirituals'@en
Q21191134	1	'comic strip series'@en
Q21190961	1	'Italian comics series'@en
Q21190845	1	'fictional duo'@en
Q21190411	1	'TV game show series'@en
Q2118866	1	'purine alkaloid'@en
Q21188110	1	'American television sitcom'@en
Q2116008	1	'psychological experiment'@en
Q2115663	1	'section'@en
Q2113454	1	'prostration'@en
Q21125433	1	'free or open-source video game'@en
Q2111762	1	'machine shop'@en
Q21114371	1	'episcopal function'@en
Q210999	1	'psychiatric hospital'@en
Q21073023	1	'combustible powder'@en
Q210729	1	'electrical element'@en
Q21055677	1	'NP-complete game'@en
Q210499	1	'bulletin board system'@en
Q210337	1	'media player software'@en
Q2101564	1	'specification'@en
Q21010924	1	'safety precaution'@en
Q21000333	1	'shopping street'@en
Q2097974	1	'public holidays in Belarus'@en
Q20962530	1	'fictional computer'@en
Q209534	1	'scherzo'@en
Q209495	1	'historical province of France'@en
Q2093358	1	'language regulator'@en
Q209287	1	'Wonders of the World'@en
Q209163	1	'video game expansion pack'@en
Q20902363	1	'mythical human-animal hybrid'@en
Q20888925	1	'camera parts, features and technologies'@en
Q20888659	1	'camera model'@en
Q2088753	1	'triple star system'@en
Q2088231	1	'military reserve'@en
Q20871196	1	'fictional vehicle'@en
Q208674	1	'portmanteau'@en
Q20856087	1	'NRHP district'@en
Q208421	1	'snare drum'@en
Q20821044	1	'federal police'@en
Q20820259	1	
Q20819677	1	'technical specification'@en
Q20819322	1	'tattoo style'@en
Q208164	1	'puppet state'@en
Q207937	1	'Nicene creed'@en
Q207621	1	'software license'@en
Q207524	1	'islet'@en
Q20750954	1	'fictional region'@en
Q20746389	1	'missionary society'@en
Q207436	1	'supernova remnant'@en
Q207391	1	'Apollo asteroid'@en
Q20737410	1	'philosophical fable'@en
Q207326	1	'summit'@en
Q2072529	1	'personality model'@en
Q2071938	1	'public holidays in Tajikistan'@en
Q20715189	1	'barbershop quartet'@en
Q2068748	1	'Wedderburn–Etherington number'@en
Q20671864	1	'city or town in Tolkien\'s legendarium'@en
Q206717	1	'planetary system'@en
Q2067166	1	'semiperfect number'@en
Q20656220	1	'thriller genre'@en
Q20642019	1	'urban guerrilla group'@en
Q205892	1	'calendar date'@en
Q2058312	1	'patter song'@en
Q205663	1	'process'@en
Q2055789	1	'passage tombs in Ireland'@en
Q20540385	1	'literary non-fiction'@en
Q20532	1	'healing knowledge'@en
Q205020	1	'desktop environment'@en
Q204894	1	'marginal sea'@en
Q20438089	1	'Toydarian'@en
Q204310	1	'gendarmerie'@en
Q203872	1	'being'@en
Q203863	1	'Albania in the Eurovision Song Contest'@en
Q203789	1	'stove'@en
Q203659	1	'teletext'@en
Q203494	1	'caravan'@en
Q202595	1	'prefecture of Greece'@en
Q202570	1	'Ferris wheel'@en
Q202474	1	'dryad'@en
Q2023606	1	'education program'@en
Q2023214	1	'political party in Germany'@en
Q2023000	1	'khutor'@en
Q2021268	1	'BitTorrent tracker'@en
Q20198160	1	'lossy audio coding format'@en
Q20181002	1	'radionavigation-satellite service'@en
Q201727	1	'Three Sovereigns and Five Emperors'@en
Q201676	1	'funeral'@en
Q201605	1	'moment magnitude scale'@en
Q201424	1	'nuclear war'@en
Q2011052	1	'saxophone quartet'@en
Q20080483	1	'fictional cave'@en
Q200764	1	'bookstore'@en
Q200614	1	'national shrine'@en
Q20048749	1	'Musical Saracura'@en
Q20037067	1	'fictional sport'@en
Q200325	1	'human history'@en
Q2003221	1	'order of chivalry'@en
Q20026918	1	'mathematical theory'@en
Q20026879	1	'aircraft lift class'@en
Q20019082	1	'work settlement of Russia'@en
Q2001676	1	'military offensive'@en
Q200023	1	'swimming center'@en
Q19978874	1	'liturgical costume'@en
Q19958368	1	'culture of an area'@en
Q1994931	1	'district of Malaysia'@en
Q19935939	1	'branch of geography'@en
Q19930933	1	'decision of the Supreme Court of Canada'@en
Q19929707	1	'unethical human experimentation'@en
Q1990987	1	'social theory'@en
Q19905455	1	'borough'@en
Q19896979	1	'character in the Mahabharata'@en
Q19883131	1	'armed organisation group'@en
Q19862701	1	'checkmate pattern'@en
Q19862498	1	'game meat'@en
Q19862406	1	'business'@en
Q19862317	1	'subtype'@en
Q1985797	1	'municipal unit of Greece'@en
Q19856468	1	'integer-valued function'@en
Q19847385	1	'rune letter'@en
Q19844914	1	'university building'@en
Q19833563	1	'fictional turtle'@en
Q19833170	1	'town of Portugal'@en
Q19828539	1	'squadron'@en
Q19823984	1	'art biennial'@en
Q1980736	1	'New Year celebrations'@en
Q19799634	1	'model of calculator'@en
Q197952	1	'corporate group'@en
Q19793988	1	'Cyrillic letter'@en
Q1975749	1	'supersoldier'@en
Q19731349	1	'Dulce'@en
Q19730508	1	'former municipality'@en
Q19723444	1	'cell phone model'@en
Q19720190	1	'medium size publisher'@en
Q1971694	1	'game mode'@en
Q1970725	1	'natural region'@en
Q1970286	1	'process calculus'@en
Q1969642	1	'neighborhood of San Francisco'@en
Q19692072	1	'United States Supreme Court decision'@en
Q196668	1	'artistic inspiration'@en
Q19658107	1	'neighborhood of Brazil'@en
Q196431	1	'grappling hold'@en
Q1964223	1	'name suffix'@en
Q196294	1	'open license'@en
Q19604139	1	'Polish surname'@en
Q19600	1	'nonmetal'@en
Q19595701	1	'entertainment industry'@en
Q1958056	1	'science fiction convention'@en
Q19573550	1	'painted ceiling'@en
Q1955205	1	'music encyclopedia'@en
Q19545459	1	'missa solemnis'@en
Q1952852	1	'municipality of Mexico'@en
Q1951661	1	'member states of the Association of Southeast Asian Nations'@en
Q1951366	1	'public utility'@en
Q19479037	1	'sculpture series'@en
Q19478619	1	'metaclass'@en
Q194270	1	'hallucinogen'@en
Q194203	1	'arrondissement of France'@en
Q1941779	1	'Fashion house'@en
Q194172	1	'nocturne'@en
Q194112	1	'value'@en
Q19386377	1	'register'@en
Q193762	1	'hieroglyph'@en
Q193663	1	'magnetic tape'@en
Q1936581	1	'mineral group'@en
Q193622	1	'order'@en
Q193598	1	'DL-ascorbic acid'@en
Q1935728	1	'stone circle'@en
Q193564	1	'game engine'@en
Q193556	1	'province of Sweden'@en
Q193495	1	'monograph'@en
Q193424	1	'web service'@en
Q193234	1	'scooter'@en
Q192851	1	'arcade game machine'@en
Q19278105	1	'Germany from Napoleon to Bismarck : 1800 - 1866'@en
Q192624	1	'metre'@en
Q1924900	1	'metallic material'@en
Q192283	1	'news agency'@en
Q19220511	1	'list of music references'@en
Q1920810	1	'human rights organization'@en
Q19190659	1	'symphonic choir'@en
Q19189865	1	'stage orchestra'@en
Q1916382	1	'media conglomerate'@en
Q1913135	1	'puppet'@en
Q1912682	1	'payment method'@en
Q19116554	1	'youth subculture'@en
Q191062	1	'mnemonic'@en
Q190928	1	'shipyard'@en
Q190915	1	'low-cost airline'@en
Q190752	1	'supreme court'@en
Q190686	1	'subroutine'@en
Q19067	1	'apex predator'@en
Q190539	1	'discourse'@en
Q190258	1	'need'@en
Q1901234	1	'market segment'@en
Q190084	1	'hoax'@en
Q1900662	1	'marketing concept'@en
Q190065	1	'inorganic compound'@en
Q1900326	1	'network'@en
Q1899632	1	'study skills'@en
Q1899015	1	'conservation organization'@en
Q189833	1	'economic growth'@en
Q1897589	1	'software synthesizer'@en
Q1897098	1	'service club'@en
Q1897017	1	'air battle'@en
Q1896277	1	'Stupid White Men … and Other Sorry Excuses for the State of the Nation!'@en
Q189418	1	'brigantine'@en
Q18939591	1	'diary literature'@en
Q189210	1	'web application'@en
Q18913069	1	'Asgardian'@en
Q188993	1	'anarcho-syndicalism'@en
Q188913	1	'plantation'@en
Q1889	1	'diplomacy'@en
Q188889	1	'code'@en
Q188860	1	'software library'@en
Q188823	1	'scholarship'@en
Q188734	1	'sinkhole'@en
Q1886349	1	'logo'@en
Q188546	1	'pangram'@en
Q1885380	1	'square triangular number'@en
Q188507	1	'apartment'@en
Q188504	1	'alternative medicine'@en
Q1885014	1	'cautionary monument'@en
Q188460	1	'natural resource'@en
Q188447	1	'electrical cable'@en
Q188267	1	'programming paradigm'@en
Q188248	1	'constant'@en
Q188245	1	'polyester'@en
Q188211	1	'invariant'@en
Q18812508	1	'space station module'@en
Q1881195	1	'MAVTV 500'@en
Q18811583	1	'sorority'@en
Q18811462	1	'science fiction club'@en
Q18810091	1	'census division of Canada'@en
Q188075	1	'box'@en
Q188055	1	'siege'@en
Q188040	1	'quarry'@en
Q187956	1	'intermodal container'@en
Q187947	1	'sheet music'@en
Q187939	1	'manufacturing'@en
Q1878344	1	'luxury train'@en
Q187223	1	'lagoon'@en
Q187146	1	'time signal'@en
Q1869039	1	'London–Surrey Classic'@en
Q1868552	1	'local newspaper'@en
Q1868335	1	'power move'@en
Q1868072	1	'logion'@en
Q1867820	1	'City status in the United Kingdom'@en
Q186752	1	'allergen'@en
Q186713	1	'simple machine'@en
Q18670161	1	'mascot'@en
Q18669875	1	'incident'@en
Q18663566	1	'dissolved municipality of Japan'@en
Q18659417	1	'negative integer'@en
Q1865205	1	'bar association'@en
Q186516	1	'national flag'@en
Q18642164	1	'functional command'@en
Q186286	1	'vaudeville'@en
Q18624259	1	'private limited liability company'@en
Q18603729	1	'dissolution of an administrative territorial entity'@en
Q18574943	1	'annual commemoration'@en
Q185744	1	'gel'@en
Q18573970	1	'group of paintings'@en
Q185698	1	'methodology'@en
Q18563354	1	'religious character'@en
Q18560568	1	'periodic trade fair'@en
Q1855859	1	'popular front'@en
Q18553676	1	'thoracic disease'@en
Q185451	1	'strategy'@en
Q18544917	1	'guyok of North Korea'@en
Q185441	1	'member state of the european union'@en
Q18536800	1	'mixed martial arts event'@en
Q18536323	1	'basketball league'@en
Q185357	1	'phase change'@en
Q18534049	1	'county of North Korea'@en
Q185145	1	'great power'@en
Q185086	1	'Crown Dependencies'@en
Q184932	1	'grammatical mood'@en
Q1849110	1	'outlaw motorcycle club'@en
Q184870	1	'Boeing B-29 Superfortress'@en
Q184759	1	'character encoding'@en
Q18454706	1	'heptadecagonal number'@en
Q18452301	1	'octadecagonal number'@en
Q18451098	1	'icositetragonal number'@en
Q18450836	1	'hendecagonal number'@en
Q18449456	1	'tridecagonal number'@en
Q184485	1	'performing arts'@en
Q184452	1	'cable television'@en
Q184356	1	'radio telescope'@en
Q184148	1	'plug-in'@en
Q183945	1	'record producer'@en
Q18388277	1	'technology company'@en
Q183731	1	'memory card'@en
Q18347143	1	'Hominin fossil'@en
Q18340550	1	'Wikimedia timeline'@en
Q18330146	1	'cultural foundation'@en
Q18328106	1	'religion-related award'@en
Q18325483	1	'501(c)(4) organization'@en
Q18325460	1	'501(c)(6) organization'@en
Q183197	1	'spreadsheet'@en
Q182940	1	'dessert'@en
Q1829324	1	'architecture award'@en
Q182672	1	'zoonosis'@en
Q1826687	1	'quartet'@en
Q182415	1	'reality television'@en
Q18212309	1	'Residential substance abuse treatment program'@en
Q182037	1	'naiad'@en
Q18189	1	'educational stage'@en
Q1818058	1	'guitar tuning'@en
Q181790	1	'composite material'@en
Q181623	1	'warehouse'@en
Q1815366	1	'behavioral disorder'@en
Q1814351	1	'public health intervention'@en
Q181394	1	'nutrient'@en
Q1813494	1	'teaching method'@en
Q18120271	1	'fictional television show'@en
Q181156	1	'software design pattern'@en
Q180997	1	'post mill'@en
Q18089587	1	'stop-motion animated film'@en
Q180874	1	'lunar mare'@en
Q180720	1	'chakra'@en
Q180516	1	'room'@en
Q180454	1	'cranial nerve'@en
Q180262	1	'Erinyes'@en
Q180152	1	'vitiligo'@en
Q18011172	1	'film project'@en
Q18009587	1	'Act of the Parliament of England'@en
Q18009431	1	'Act of the Parliament of Great Britain'@en
Q180046	1	'space exploration'@en
Q17991521	1	'tale'@en
Q179742	1	'prejudice'@en
Q179651	1	'scale'@en
Q179435	1	'satellite navigation system'@en
Q1791709	1	'culture-bound syndrome'@en
Q1791627	1	'cultural artifact'@en
Q17912683	1	'aerial bombing'@en
Q1790577	1	'planned language'@en
Q1790374	1	'learning theory'@en
Q1789476	1	'bibliographic database'@en
Q178890	1	'accent symbol'@en
Q17888	1	'sexual orientation'@en
Q1788454	1	'road junction'@en
Q178780	1	'liqueur'@en
Q178706	1	'institution'@en
Q178673	1	'vocal register'@en
Q178659	1	'illustration'@en
Q1786016	1	'Marian hymn'@en
Q178588	1	'vinyl record'@en
Q178550	1	'submachine gun'@en
Q1785288	1	'MGPjr'@en
Q1785271	1	'cycling team'@en
Q1784409	1	'New Gods'@en
Q178354	1	'reason'@en
Q1782301	1	'study'@en
Q1781513	1	'position'@en
Q1781430	1	'magical formula'@en
Q1780509	1	'communication device'@en
Q178048	1	'bus'@en
Q1779241	1	'electrometeor'@en
Q177911	1	'steroid'@en
Q1778834	1	'koinon'@en
Q17781833	1	'destruction'@en
Q17776219	1	'lyrical text translated using paraphrasing'@en
Q177634	1	'community'@en
Q1776037	1	'balsam'@en
Q1774662	1	'logic puzzle'@en
Q1773266	1	'monetary system'@en
Q1770249	1	'government directorate'@en
Q176763	1	'evidence'@en
Q176494	1	'recession'@en
Q1763214	1	'municipio'@en
Q1762591	1	'diagnostic test'@en
Q17624511	1	'caserío'@en
Q176165	1	'database management system'@en
Q1761072	1	'state park'@en
Q1760704	1	'withdrawal'@en
Q1760309	1	'pitch class'@en
Q17589470	1	'home video game console'@en
Q1758856	1	'commune of Mali'@en
Q17587776	1	'aspect of sound'@en
Q1758690	1	'municipal police'@en
Q1758354	1	'plot'@en
Q17564712	1	'Donkey Kong character'@en
Q17544377	1	'history of a country or state'@en
Q17538722	1	'performance work'@en
Q1753200	1	'intifada'@en
Q17522177	1	'age'@en
Q17518870	1	'group of literary works'@en
Q1751850	1	'optical instrument'@en
Q1751513	1	'game mechanics'@en
Q1751429	1	'fast food restaurant'@en
Q1751323	1	'indoor ski slope'@en
Q174989	1	'file system'@en
Q174923	1	'optical illusion'@en
Q1748732	1	'movie ranch'@en
Q1748491	1	'Predicable'@en
Q17431399	1	'national museum'@en
Q17412916	1	'Middle-earth people'@en
Q17399019	1	'style of painting'@en
Q1738761	1	
Q173799	1	'entertainment'@en
Q17377208	1	'train operating company'@en
Q17375963	1	'Besloten vennootschap'@en
Q17366755	1	'hamlet'@en
Q17364572	1	'district of Northern Ireland'@en
Q17362920	1	'Wikimedia duplicated page'@en
Q1735471	1	'box girder bridge'@en
Q17351672	1	'social game'@en
Q173462	1	'crime against humanity'@en
Q17342348	1	'logarithmic unit'@en
Q173324	1	'Samsara'@en
Q17326725	1	'business group'@en
Q17320256	1	'physical process'@en
Q17310777	1	'quinoline alkaloid'@en
Q173091	1	'transcendental number'@en
Q17308006	1	'island of Japan'@en
Q17279032	1	'elective office'@en
Q1727131	1	'Cure'@en
Q17259945	1	'province of the Spanish Empire'@en
Q1724915	1	'use'@en
Q17197366	1	'type of organisation'@en
Q17175676	1	'animated cartoon'@en
Q171558	1	'accident'@en
Q17150753	1	'itinerant groups in Europe'@en
Q17148672	1	'social club'@en
Q17143371	1	'county of South Korea'@en
Q17142966	1	'slashing'@en
Q171263	1	'agglutinative language'@en
Q17122206	1	'proverbial phrase'@en
Q1711595	1	'juke joint'@en
Q17102166	1	'nonsense song'@en
Q170984	1	'crown'@en
Q170744	1	'ketone'@en
Q17071473	1	'Russian foreign agent law'@en
Q170658	1	'creativity'@en
Q17064682	1	'liminal deity'@en
Q17062980	1	'skewer'@en
Q170539	1	'parody'@en
Q17051044	1	'mahalle'@en
Q170417	1	'caliber'@en
Q170384	1	'operetta'@en
Q170321	1	'wetland'@en
Q17024724	1	'dance competition'@en
Q170239	1	'onomatopoeia'@en
Q1702237	1	'Silvae'@en
Q17018380	1	'bight'@en
Q1701174	1	'monastery ruins'@en
Q17009617	1	'cup game'@en
Q170043	1	'perfect number'@en
Q17003024	1	'film style'@en
Q16985745	1	'transportation network company'@en
Q16964297	1	'hadron collider'@en
Q169560	1	'caravel'@en
Q169534	1	'division'@en
Q169489	1	'security'@en
Q16948252	1	'radio award'@en
Q16938974	1	'German honorifics'@en
Q16937116	1	'stamp edition'@en
Q16905550	1	'cycle of frescoes'@en
Q16904718	1	'agricultural organization'@en
Q16889133	1	'class'@en
Q1688818	1	'political map'@en
Q168817	1	'algebraic number'@en
Q1685451	1	'student society'@en
Q16842191	1	'heirloom'@en
Q16831714	1	'government building'@en
Q16830339	1	'theater character'@en
Q168210	1	'Internet forum'@en
Q1678432	1	'hunting weapon'@en
Q167346	1	'botanical garden'@en
Q167336	1	'greenhouse gas'@en
Q1673213	1	'encyclopedia of misconceptions'@en
Q1672918	1	'Irish rebel song'@en
Q16722960	1	'phenomenon'@en
Q167191	1	'child abuse'@en
Q16707841	1	'Superior Conservatory of Music'@en
Q1670614	1	'love deity'@en
Q16705943	1	'fictional couple'@en
Q16686448	1	'artificial entity'@en
Q166863	1	'color space'@en
Q16675435	1	'observance'@en
Q16672878	1	'association football rivalry'@en
Q16667694	1	'cubic function'@en
Q1666019	1	'pressure group'@en
Q1665984	1	'interdisciplinary science'@en
Q16658194	1	'fictional queen'@en
Q1665268	1	'command'@en
Q1662340	1	'Transmission (medicine)'@en
Q16607692	1	'family nickname'@en
Q16606815	1	'my board'@en
Q165853	1	'harem'@en
Q165740	1	'aphorism'@en
Q16562419	1	'political entity'@en
Q1653619	1	'test card'@en
Q16534385	1	'budōkan'@en
Q16514343	1	'Norse mythical animal'@en
Q16513904	1	'Norse mythical character'@en
Q165116	1	'grand duchy'@en
Q164597	1	'left-wing'@en
Q1644573	1	'pilgrimage'@en
Q1641911	1	'Orchestras of Prisoners in Nazi Camps'@en
Q1641420	1	'delimiter'@en
Q1641122	1	'online service provider'@en
Q1641112	1	'social formation'@en
Q1640824	1	'inscription'@en
Q1640361	1	'climbing area'@en
Q163775	1	'medieval music'@en
Q1637368	1	'task force'@en
Q163727	1	'bachelor\'s degree'@en
Q16363493	1	'fictional forest'@en
Q16354816	1	'elsewhere'@en
Q16338	1	'personal computer'@en
Q16324495	1	'essay collection'@en
Q16236249	1	'fictional drug'@en
Q1622925	1	'court appointment'@en
Q162157	1	'chartered company'@en
Q1621322	1	'men in Tolkien\'s legendarium'@en
Q1619206	1	'telethon'@en
Q1618899	1	'fashion label'@en
Q16155280	1	'product certification'@en
Q16155171	1	'scale in social sciences'@en
Q16154562	1	'British Brass band'@en
Q16145172	1	'trio'@en
Q1614239	1	'compilation'@en
Q161243	1	'dependent territory'@en
Q16101952	1	'supervillain team'@en
Q1606685	1	'bowl drums'@en
Q1601114	1	'maneuver'@en
Q15986354	1	'basketball association'@en
Q159821	1	'Summer Olympic Games'@en
Q15978856	1	'Roman Catholic beatification and canonization stage'@en
Q159719	1	'power station'@en
Q1595418	1	'remedy'@en
Q1595289	1	'sacred mountain'@en
Q159438	1	'Hero City'@en
Q15923205	1	'cipai'@en
Q15916459	1	'plea'@en
Q1591288	1	'music journalism'@en
Q15909505	1	'fictional newspaper'@en
Q15904441	1	'tulku lineage'@en
Q15900616	1	'event sequence'@en
Q1587812	1	'centered decagonal number'@en
Q158555	1	'cable-stayed bridge'@en
Q158454	1	'biosphere reserve'@en
Q15838659	1	'humanoid extraterrestrial species from Doctor Who'@en
Q15831596	1	'class of fictional entities'@en
Q15831577	1	'non-classical state of matter'@en
Q15830292	1	'Catholic ecclesiastical dress'@en
Q158218	1	'truss bridge'@en
Q15811601	1	'mixed public company'@en
Q1580166	1	'dictionary entry'@en
Q15796005	1	'location in a fictional work'@en
Q15780353	1	'stimming'@en
Q1575129	1	'controlled language'@en
Q1574938	1	'trade route'@en
Q15729215	1	'cheering'@en
Q1572121	1	'image file format'@en
Q15720873	1	'fictional sword'@en
Q15720870	1	'fictional weapon'@en
Q15720793	1	'fictional building'@en
Q15720625	1	'fictional dog'@en
Q1571836	1	'social environment'@en
Q1571814	1	'configuration file'@en
Q15715406	1	'neighbourhood of Helsinki'@en
Q15712205	1	'intercity bus company'@en
Q15711994	1	'family of isomeric compounds'@en
Q15711797	1	'finance ministry'@en
Q15707521	1	'fictional battle'@en
Q15706911	1	'fictional object'@en
Q1570182	1	'coating'@en
Q15700808	1	'urban unit definition'@en
Q15698333	1	'character in Macbeth'@en
Q156849	1	'sewerage'@en
Q1567963	1	'sing-along'@en
Q156612	1	'zero-sum game'@en
Q15648574	1	'racecar constructor'@en
Q15648179	1	'walkthrough'@en
Q1564657	1	'Leise'@en
Q15642599	1	'urban district'@en
Q15640053	1	'tram system'@en
Q15636234	1	'ectomy'@en
Q15636229	1	'surgical procedure'@en
Q15634695	1	'special administrative area of Thailand'@en
Q15631700	1	'Nazi concentration camp badge'@en
Q15623950	1	'prefecture of Morocco'@en
Q15614005	1	'typesetting software‎'@en
Q155930	1	'maritime transport'@en
Q15584664	1	'city under municipality jurisdiction in Latvia'@en
Q1558054	1	'art colony'@en
Q155656	1	'will'@en
Q15562063	1	'audio software'@en
Q1553864	1	'governance'@en
Q1553339	1	'chant'@en
Q155239	1	'Indian reservation of Canada'@en
Q1551588	1	'phaser'@en
Q155076	1	'juridical person'@en
Q1546073	1	'covert operation'@en
Q154547	1	'duchy'@en
Q15446690	1	'Hairless Cats'@en
Q154278	1	'ethnic cleansing'@en
Q15407973	1	'Wikimedia disambiguation category'@en
Q15401699	1	'archaeological age'@en
Q15398983	1	'supereon'@en
Q153813	1	'extermination camp'@en
Q1534976	1	'sideshow'@en
